what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981135321
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301981135366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981153921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981155846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981165901
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981178071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981200636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981205686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301981225841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301981227136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301981227476
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301981227746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301981237246
